,G,3PAr,FTr,TOV_pct_,OWS,DBPM,OWS_p_48,DWS_p_48,Year_3PAr,Reb_p_Vers,Defense,Val_p_Shot,_pct_Min,RAW_Contrib,Tm_Sum,Reb_p_Vers_1,Defense_1,MPG,Tm_Sum_1,Tm_Adj_1,Tm_DRtg,OStdErr,Dcontrib_1,Production,ProddashGm,True_Salary,Adjusted_Production,Yrs_Experience,Playoffs
8259,42,0.07,0.396,13.1,2.3,-0.8,0.07,0.043,0.168,-0.98,-0.13,-0.02,0.65,0.19,0.94,-0.3,-0.2,0.6,2.0,-0.9,-1.3,1.5,-0.6,4700000.0,5400000.0,6300000.0,4000000.0,1.0,0
8260,43,0.34600000000000003,0.33799999999999997,13.9,1.7,-0.1,0.052000000000000005,0.039,0.168,0.01,-0.06,0.13,0.65,0.87,0.04,-0.3,0.1,0.5,0.8,0.1,-0.2,1.5,-0.1,11000000.0,12700000.0,12500000.0,12200000.0,7.0,0
8261,46,0.258,0.18600000000000003,9.1,0.6,0.0,0.018000000000000002,0.036000000000000004,0.168,-0.87,0.74,-0.05,0.65,0.48,0.94,-0.5,0.3,0.4,2.0,-0.9,-1.3,1.5,0.0,5900000.0,6400000.0,6000000.0,5000000.0,2.0,0
8262,43,0.012,0.38,11.6,3.7,0.6,0.113,0.052000000000000005,0.168,1.79,-0.12,0.01,0.65,1.87,5.25,0.9,0.1,0.5,5.7,-0.3,-0.8,1.5,0.4,13900000.0,16000000.0,14400000.0,15400000.0,6.0,1
8263,50,0.355,0.156,11.8,2.0,-2.0,0.062,0.006999999999999999,0.168,-2.8,-1.76,0.04,0.65,-1.39,0.3,-1.0,-0.3,0.2,1.4,0.2,-0.6,1.5,-1.5,1400000.0,1400000.0,3700000.0,1300000.0,0.0,1
8264,50,0.446,0.23399999999999999,26.2,0.2,2.2,0.005,0.08900000000000001,0.168,2.15,1.7,0.39,0.64,0.7,-3.85,0.2,0.7,0.2,-2.0,-0.4,4.8,1.5,1.4,13100000.0,13100000.0,12300000.0,14600000.0,4.0,1
8265,49,0.002,0.6890000000000001,13.6,4.0,4.9,0.124,0.13699999999999998,0.168,1.91,2.67,0.04,0.64,3.57,0.41,1.0,0.0,0.3,0.6,0.1,7.2,1.5,3.4,27900000.0,28400000.0,22400000.0,31300000.0,9.0,1
8266,41,0.042,0.149,10.6,0.1,-0.8,0.002,0.037000000000000005,0.168,-1.59,0.05,-0.14,0.64,-1.28,1.07,-0.8,0.2,0.6,1.5,-0.6,-0.8,1.5,-0.6,-1100000.0,-1600000.0,3400000.0,-400000.0,1.0,0
8267,42,0.239,0.275,12.6,0.6,0.1,0.019,0.06,0.168,1.67,0.17,0.0,0.64,1.1,1.07,0.5,0.1,0.5,1.5,-0.6,-0.8,1.5,0.0,9400000.0,11000000.0,10200000.0,9800000.0,2.0,0
8268,50,0.009000000000000001,0.319,13.8,2.4,0.4,0.075,0.07200000000000001,0.168,-0.67,-0.28,-0.05,0.63,0.24,3.79,0.3,-0.2,0.2,0.9,-0.6,4.3,1.5,0.2,7500000.0,7500000.0,7800000.0,7000000.0,6.0,1
8269,49,0.005,0.24100000000000002,15.3,2.3,0.8,0.07200000000000001,0.044000000000000004,0.168,0.21,-0.8,0.07,0.64,0.82,-2.79,0.0,-0.1,0.2,0.8,-0.2,-1.7,1.5,0.6,10500000.0,10700000.0,8900000.0,10400000.0,14.0,0
8270,42,0.05,0.532,13.9,4.8,1.6,0.152,0.063,0.168,6.46,-0.96,0.13,0.63,3.29,0.3,2.8,-0.1,0.5,1.4,0.2,-0.6,1.5,1.1,22000000.0,26100000.0,19000000.0,25100000.0,14.0,1
8271,48,0.0,0.5920000000000001,16.6,3.4,1.4,0.107,0.078,0.168,0.1,-1.38,-0.03,0.63,0.39,1.29,0.9,-0.4,0.3,1.5,0.0,4.8,1.5,0.8,11800000.0,12200000.0,12900000.0,13500000.0,4.0,1
8272,50,0.026000000000000002,0.201,16.4,-1.1,1.1,-0.034,0.049,0.168,-0.16,0.17,-0.15,0.63,-1.24,-1.75,-0.4,0.1,0.2,-0.5,-0.3,0.3,1.5,0.7,1200000.0,1200000.0,2900000.0,1100000.0,1.0,0
8273,50,0.235,0.276,11.1,1.3,0.6,0.042,0.071,0.168,-0.69,-1.6,-0.04,0.63,-1.2,0.41,-0.7,-0.3,0.2,0.6,0.1,7.2,1.5,0.3,6400000.0,6400000.0,8500000.0,6300000.0,9.0,1
8274,46,0.009000000000000001,0.305,13.5,1.2,-2.9,0.039,-0.015,0.168,-0.8,-1.66,-0.09,0.62,-1.75,-7.7,0.1,-0.4,0.3,-3.1,0.0,-7.6,1.5,-2.0,-3600000.0,-4000000.0,900000.0,-400000.0,1.0,0
8275,50,0.36200000000000004,0.341,20.8,3.8,0.7,0.12,0.085,0.168,4.66,1.84,0.72,0.62,3.6,3.6,1.4,0.8,0.2,2.6,-0.9,5.0,1.5,0.5,22800000.0,22800000.0,18200000.0,26300000.0,4.0,1
8276,45,0.475,0.34700000000000003,14.7,2.8,-2.6,0.091,-0.016,0.168,-0.93,-0.15,0.31,0.62,0.57,-3.87,-0.6,0.1,0.3,1.5,-0.2,-7.8,1.5,-1.7,6200000.0,6800000.0,4900000.0,5100000.0,1.0,0
8277,48,0.003,0.263,10.9,1.3,-0.5,0.042,0.023,0.168,-1.33,-1.48,-0.31,0.61,-0.82,2.88,0.7,-0.4,0.2,5.2,-0.5,-4.0,1.5,-0.4,200000.0,100000.0,2500000.0,500000.0,11.0,0
8278,42,0.003,0.677,14.5,4.2,1.2,0.13699999999999998,0.068,0.168,2.95,0.43,0.13,0.61,2.88,-1.75,1.4,-0.1,0.4,-0.5,-0.3,0.3,1.5,0.8,19300000.0,22800000.0,16700000.0,22700000.0,9.0,0
8279,49,0.365,0.272,14.8,1.6,-0.8,0.052000000000000005,0.025,0.168,-1.66,-0.57,0.06,0.6,-0.78,0.3,-0.8,-0.1,0.1,1.4,0.2,-0.6,1.5,-0.6,3700000.0,3800000.0,4600000.0,3100000.0,0.0,1
8280,50,0.003,0.747,14.3,1.5,0.2,0.051,0.044000000000000004,0.168,-0.69,-1.03,0.01,0.6,0.28,0.56,-0.1,-0.1,0.1,1.6,-2.5,-0.6,1.5,0.1,1100000.0,1100000.0,1500000.0,1100000.0,4.0,0
8281,48,0.18,0.312,13.8,3.5,0.4,0.11599999999999999,0.06,0.168,1.67,-0.28,0.28,0.59,0.93,0.07,0.3,0.1,0.2,0.5,0.4,4.1,1.5,0.2,14300000.0,14800000.0,14300000.0,17300000.0,12.0,1
8282,36,0.005,0.242,12.4,1.5,0.2,0.052000000000000005,0.040999999999999995,0.168,1.14,-0.78,-0.02,0.59,0.53,-2.79,0.4,0.0,0.7,0.8,-0.2,-1.7,1.5,0.1,8800000.0,11900000.0,11500000.0,10300000.0,4.0,0
8283,43,0.006,0.36,9.8,2.0,1.1,0.068,0.057999999999999996,0.168,-0.17,0.21,-0.12,0.59,0.81,3.78,0.7,-0.3,0.3,4.4,-1.2,1.2,1.5,0.6,7800000.0,8900000.0,8300000.0,8000000.0,3.0,1
8284,50,0.008,0.598,13.6,3.6,-1.9,0.12300000000000001,0.025,0.168,-2.25,-1.07,-0.07,0.59,-0.55,-3.87,0.1,-0.2,0.1,1.5,-0.2,-7.8,1.5,-1.2,1100000.0,1100000.0,1600000.0,1000000.0,1.0,0
8285,50,0.0,0.493,15.4,-0.2,1.6,-0.008,0.059000000000000004,0.168,-0.71,-0.31,-0.23,0.58,-0.87,-3.4,0.6,-0.4,0.1,0.7,-1.3,1.7,1.5,0.9,2200000.0,2200000.0,2600000.0,1800000.0,2.0,0
8286,49,0.065,0.376,12.6,2.6,1.7,0.08800000000000001,0.081,0.168,-1.84,0.64,-0.01,0.58,0.39,1.29,-0.8,-0.1,0.1,1.5,0.0,4.8,1.5,1.0,11100000.0,11300000.0,12000000.0,13500000.0,3.0,1
8287,50,0.122,0.41200000000000003,18.5,4.2,-0.1,0.14300000000000002,0.07400000000000001,0.168,5.03,1.23,0.65,0.58,1.37,0.07,1.4,0.5,0.1,0.5,0.4,4.1,1.5,-0.1,16100000.0,16100000.0,15000000.0,19900000.0,14.0,1
8288,47,0.254,0.212,10.5,1.5,0.7,0.052000000000000005,0.052000000000000005,0.168,-0.56,-0.9,0.07,0.58,0.3,-3.4,-0.6,-0.1,0.1,0.7,-1.3,1.7,1.5,0.5,7300000.0,7700000.0,6000000.0,6800000.0,5.0,0
8289,47,0.183,0.243,12.4,1.0,-0.7,0.034,0.052000000000000005,0.168,0.15,-1.64,-0.05,0.57,-1.53,1.29,0.1,-0.2,0.1,1.5,0.0,4.8,1.5,-0.6,2400000.0,2500000.0,5000000.0,2200000.0,5.0,1
8290,49,0.313,0.24,21.4,3.0,-1.3,0.10300000000000001,0.031,0.168,5.6,-0.92,0.55,0.57,-0.44,-6.2,1.4,0.0,0.1,0.9,1.6,-3.0,1.5,-0.7,10000000.0,10200000.0,10000000.0,11400000.0,11.0,1
8291,50,0.05,0.655,13.8,2.3,1.9,0.08,0.09,0.168,-1.08,0.21,-0.04,0.57,0.41,-2.91,-0.1,0.2,0.0,-0.2,-0.3,4.7,1.5,1.2,11300000.0,11300000.0,10600000.0,13300000.0,10.0,1
8292,50,0.363,0.126,12.0,1.6,-2.3,0.055999999999999994,0.001,0.168,-3.11,-2.05,0.12,0.57,-1.36,-3.59,-1.6,-0.3,0.0,-0.1,0.0,-2.8,1.5,-1.4,200000.0,200000.0,1800000.0,600000.0,6.0,0
8293,49,0.705,0.111,13.4,1.8,-2.7,0.064,0.022000000000000002,0.168,-1.03,-0.18,0.32,0.57,0.68,4.22,-0.8,0.2,0.0,2.4,-0.3,-2.2,1.5,-1.7,6000000.0,6100000.0,4900000.0,5200000.0,8.0,0
8294,50,0.0,0.40700000000000003,10.8,3.0,0.5,0.105,0.052000000000000005,0.168,-3.23,-0.56,-0.17,0.57,-0.51,-6.2,-0.2,-0.4,0.0,0.9,1.6,-3.0,1.5,0.3,9600000.0,9600000.0,9400000.0,10800000.0,7.0,1
8295,50,0.009000000000000001,0.33899999999999997,10.5,1.9,-1.8,0.066,0.02,0.168,-1.37,-1.57,-0.12,0.56,-1.45,0.32,-0.1,-0.2,0.0,2.3,-0.6,-0.7,1.5,-1.1,-1200000.0,-1200000.0,1500000.0,-100000.0,3.0,1
8296,50,0.381,0.4,14.5,3.3,0.0,0.11699999999999999,0.061,0.168,-0.01,-0.33,0.33,0.57,0.8,0.34,-0.6,0.1,0.0,1.6,0.4,2.8,1.5,0.0,13100000.0,13100000.0,12900000.0,16400000.0,13.0,1
8297,45,0.008,0.39,8.6,3.0,-1.2,0.105,0.035,0.168,1.03,-1.14,-0.05,0.56,0.24,-3.59,0.8,-0.2,0.2,-0.1,0.0,-2.8,1.5,-0.7,7200000.0,7900000.0,6300000.0,6900000.0,3.0,0
8298,50,0.05,0.366,13.3,3.0,2.9,0.105,0.102,0.168,2.53,0.46,0.08,0.55,1.68,1.29,0.5,-0.3,0.0,1.5,0.0,4.8,1.5,1.8,16400000.0,16400000.0,15300000.0,21200000.0,3.0,1
8299,50,0.073,0.316,5.4,1.9,-0.9,0.068,0.04,0.168,-0.88,-0.92,-0.06,0.56,-0.43,3.78,-0.5,-0.1,0.0,4.4,-1.2,1.2,1.5,-0.6,2100000.0,2100000.0,2800000.0,1700000.0,9.0,1
8300,45,0.45799999999999996,0.121,8.2,1.6,-0.7,0.057999999999999996,0.036000000000000004,0.168,-1.63,-0.74,0.13,0.56,0.58,-1.75,-1.1,-0.1,0.1,-0.5,-0.3,0.3,1.5,-0.4,8600000.0,9500000.0,7700000.0,9000000.0,4.0,0
8301,48,0.0,0.5820000000000001,14.7,1.2,4.0,0.043,0.09300000000000001,0.168,-3.63,1.4,-0.26,0.55,0.19,0.07,-0.8,-0.8,0.0,0.5,0.4,4.1,1.5,2.4,10400000.0,10800000.0,11300000.0,12900000.0,3.0,1
8302,50,0.17800000000000002,0.272,13.3,0.1,-2.0,0.003,0.006999999999999999,0.168,-1.62,0.44,-0.12,0.54,-1.31,-7.7,-0.7,0.2,-0.1,-3.1,0.0,-7.6,1.5,-1.1,-2100000.0,-2100000.0,700000.0,200000.0,4.0,0
8303,43,0.066,0.24100000000000002,17.0,0.1,3.0,0.004,0.092,0.168,0.34,1.93,-0.14,0.54,1.2,3.79,0.6,0.6,0.2,0.9,-0.6,4.3,1.5,1.7,10900000.0,12500000.0,11900000.0,14100000.0,5.0,1
8304,36,0.257,0.41700000000000004,13.4,2.7,0.0,0.099,0.063,0.168,0.81,-0.96,0.22,0.54,0.98,-2.91,0.3,-0.1,0.5,-0.2,-0.3,4.7,1.5,-0.1,13500000.0,18300000.0,15500000.0,17600000.0,7.0,1
8305,38,0.004,0.40700000000000003,12.9,0.2,2.6,0.008,0.115,0.168,-1.8,1.66,-0.19,0.54,-0.9,-3.85,-1.1,-0.4,0.4,-2.0,-0.4,4.8,1.5,1.5,4500000.0,5700000.0,6900000.0,4700000.0,13.0,1
8306,48,0.35200000000000004,0.292,22.0,1.2,0.4,0.044000000000000004,0.062,0.168,1.14,-0.72,0.35,0.54,-0.55,-3.85,-0.1,0.1,0.0,-2.0,-0.4,4.8,1.5,0.2,6100000.0,6300000.0,5600000.0,5800000.0,4.0,1
8307,49,0.011000000000000001,0.33,12.3,2.1,3.8,0.077,0.08,0.168,-1.87,3.46,-0.12,0.54,1.86,-3.59,-0.2,-0.5,-0.1,-0.1,0.0,-2.8,1.5,2.4,14100000.0,14400000.0,11300000.0,18200000.0,5.0,0
8308,47,0.32299999999999995,0.36,13.7,2.6,1.2,0.098,0.071,0.168,-1.4,-0.45,0.18,0.54,0.52,0.41,-0.6,0.1,0.0,0.6,0.1,7.2,1.5,0.6,12500000.0,13200000.0,13500000.0,16600000.0,8.0,1
8309,50,0.237,0.32799999999999996,10.3,2.7,-0.4,0.10099999999999999,0.016,0.168,-0.82,1.5,0.1,0.53,1.63,-7.7,-0.3,0.5,-0.1,-3.1,0.0,-7.6,1.5,-0.1,10900000.0,10900000.0,5800000.0,10700000.0,0.0,0
8310,45,0.0,0.29600000000000004,15.9,-0.8,-1.0,-0.028999999999999998,0.019,0.168,-3.39,-0.08,-0.32,0.53,-2.25,-7.7,-0.9,-0.4,0.1,-3.1,0.0,-7.6,1.5,-0.5,-6300000.0,-7100000.0,800000.0,500000.0,0.0,0
8311,48,0.06,0.244,15.2,1.6,-0.7,0.061,0.042,0.168,1.27,-0.45,0.33,0.53,-0.5,-3.4,0.0,0.1,0.0,0.7,-1.3,1.7,1.5,-0.4,3300000.0,3400000.0,2800000.0,2700000.0,8.0,0
8312,49,0.0,0.552,10.4,2.7,0.0,0.102,0.049,0.168,-2.31,-0.63,-0.19,0.53,-0.97,-6.2,-0.3,-0.3,-0.1,0.9,1.6,-3.0,1.5,0.1,6700000.0,6900000.0,6700000.0,7000000.0,5.0,1
8313,49,0.003,0.209,9.8,2.3,-1.0,0.086,0.044000000000000004,0.168,-0.88,-0.56,-0.14,0.53,-1.51,-6.2,-0.4,-0.4,-0.1,0.9,1.6,-3.0,1.5,-0.5,4400000.0,4400000.0,4900000.0,4100000.0,10.0,1
8314,40,0.41700000000000004,0.146,19.9,0.6,-1.6,0.024,0.013000000000000001,0.168,1.13,-1.1,0.26,0.53,-0.96,-3.59,0.2,0.0,0.2,-0.1,0.0,-2.8,1.5,-1.0,1500000.0,1700000.0,3100000.0,1400000.0,2.0,0
8315,50,0.08900000000000001,0.161,8.6,-0.4,-0.5,-0.015,0.031,0.168,-2.02,-0.67,-0.24,0.53,-1.8,-2.79,-1.0,-0.1,-0.1,0.8,-0.2,-1.7,1.5,-0.3,-2100000.0,-2100000.0,900000.0,-200000.0,5.0,0
8316,49,0.015,0.34700000000000003,17.9,-0.9,1.7,-0.035,0.08,0.168,0.71,0.47,-0.13,0.52,-1.0,3.6,0.5,0.0,-0.1,2.6,-0.9,5.0,1.5,0.8,1400000.0,1400000.0,2800000.0,1300000.0,5.0,1
8317,48,0.146,0.245,12.8,1.1,1.5,0.040999999999999995,0.076,0.168,0.21,0.52,-0.03,0.52,0.62,-3.4,0.3,0.0,-0.1,0.7,-1.3,1.7,1.5,0.8,8200000.0,8500000.0,5900000.0,8300000.0,4.0,0
8318,48,0.512,0.26899999999999996,11.9,2.3,-0.5,0.08900000000000001,0.038,0.168,-1.72,-0.3,0.2,0.52,0.81,5.25,-1.0,0.0,-0.1,5.7,-0.3,-0.8,1.5,-0.2,8200000.0,8500000.0,7500000.0,9100000.0,8.0,1
8319,49,0.396,0.245,10.3,2.5,-2.5,0.098,-0.006999999999999999,0.168,-2.51,-0.56,0.11,0.51,0.26,-7.7,-1.0,0.1,-0.1,-3.1,0.0,-7.6,1.5,-1.3,4800000.0,4800000.0,2200000.0,3400000.0,4.0,0
8320,49,0.131,0.319,11.3,0.8,-0.4,0.031,0.038,0.168,-0.6,0.08,-0.13,0.51,-1.48,-6.2,-0.5,0.2,-0.1,0.9,1.6,-3.0,1.5,-0.2,4200000.0,4300000.0,4600000.0,4000000.0,4.0,1
8321,31,0.273,0.33,14.1,3.8,-4.1,0.14800000000000002,0.006999999999999999,0.168,1.92,-1.42,0.71,0.51,1.66,0.94,0.4,-0.1,0.6,2.0,-0.9,-1.3,1.5,-2.2,10600000.0,16500000.0,13200000.0,14600000.0,2.0,0
8322,37,0.149,0.369,11.6,1.3,0.1,0.051,0.066,0.168,0.02,-0.47,0.02,0.51,-0.18,-3.85,-0.1,0.2,0.3,-2.0,-0.4,4.8,1.5,0.0,7300000.0,9500000.0,9300000.0,9000000.0,6.0,1
8323,48,0.5489999999999999,0.177,9.6,2.3,-2.9,0.091,0.001,0.168,-3.7,-1.67,0.13,0.51,-0.37,2.88,-1.5,-0.2,-0.1,5.2,-0.5,-4.0,1.5,-1.6,1700000.0,1700000.0,2200000.0,1500000.0,15.0,0
8324,46,0.0,0.6629999999999999,12.3,1.5,3.0,0.059000000000000004,0.083,0.168,-3.97,2.53,-0.16,0.51,1.04,-2.79,-0.7,-0.1,0.0,0.8,-0.2,-1.7,1.5,1.7,10300000.0,11100000.0,8300000.0,12100000.0,2.0,0
8325,47,0.11599999999999999,0.35600000000000004,15.8,0.3,-1.0,0.012,0.009000000000000001,0.168,-0.89,0.08,-0.07,0.5,-0.48,-4.21,0.1,0.2,-0.1,-1.4,-0.8,-5.5,1.5,-0.5,-200000.0,-300000.0,800000.0,600000.0,0.0,0
8326,42,0.004,0.34700000000000003,14.3,1.1,-0.7,0.045,0.048,0.168,0.67,-0.7,-0.12,0.5,-0.52,4.22,0.4,-0.2,0.1,2.4,-0.3,-2.2,1.5,-0.4,400000.0,300000.0,2200000.0,600000.0,13.0,0
8327,49,0.052000000000000005,0.33399999999999996,13.0,0.5,-0.3,0.021,0.037000000000000005,0.168,-2.05,-0.1,-0.2,0.49,-1.23,0.32,-0.4,0.1,-0.2,2.3,-0.6,-0.7,1.5,-0.2,-800000.0,-800000.0,1200000.0,100000.0,1.0,1
8328,45,0.003,0.316,14.6,0.5,-0.1,0.02,0.04,0.168,-0.79,-0.74,-0.03,0.5,-0.13,0.56,0.2,-0.1,0.0,1.6,-2.5,-0.6,1.5,-0.1,-500000.0,-700000.0,800000.0,400000.0,10.0,0
8329,46,0.366,0.245,12.3,1.0,-1.8,0.04,-0.021,0.168,-1.81,-1.17,0.01,0.5,-0.77,-3.87,-0.8,-0.2,-0.1,1.5,-0.2,-7.8,1.5,-0.9,-300000.0,-400000.0,900000.0,500000.0,6.0,0
8330,48,0.107,0.158,8.7,0.9,-1.1,0.037000000000000005,0.028999999999999998,0.168,-1.76,-1.64,-0.14,0.49,-1.37,0.04,-0.9,-0.4,-0.1,0.8,0.1,-0.2,1.5,-0.5,-400000.0,-500000.0,1500000.0,200000.0,9.0,0
8331,42,0.258,0.506,16.9,0.9,-1.4,0.036000000000000004,0.04,0.168,-0.2,-0.46,0.08,0.49,-1.33,1.68,-0.3,-0.1,0.0,1.9,0.4,1.6,1.5,-0.9,1200000.0,1200000.0,3600000.0,1200000.0,3.0,1
8332,39,0.016,0.44799999999999995,21.8,1.0,-0.2,0.04,0.06,0.168,5.02,1.25,0.5,0.49,0.03,-1.75,1.0,0.6,0.2,-0.5,-0.3,0.3,1.5,-0.1,5600000.0,6900000.0,5900000.0,5900000.0,1.0,0
8333,50,0.023,0.29,13.7,1.4,0.6,0.055999999999999994,0.048,0.168,1.37,0.13,0.0,0.49,0.13,5.25,0.4,-0.1,-0.2,5.7,-0.3,-0.8,1.5,0.3,5100000.0,5100000.0,4400000.0,4800000.0,10.0,1
8334,38,0.32899999999999996,0.198,9.8,0.3,-1.8,0.011000000000000001,0.024,0.168,-1.43,-0.96,-0.06,0.49,-1.39,5.25,-1.0,-0.1,0.2,5.7,-0.3,-0.8,1.5,-1.0,-1700000.0,-2600000.0,2300000.0,-900000.0,10.0,1
8335,50,0.003,0.293,14.9,0.2,1.8,0.006999999999999999,0.09300000000000001,0.168,-0.33,0.06,-0.16,0.49,-0.7,-3.85,0.0,0.1,-0.2,-2.0,-0.4,4.8,1.5,0.9,4700000.0,4700000.0,3900000.0,4300000.0,3.0,1
8336,37,0.483,0.284,15.2,0.7,-0.5,0.027999999999999997,0.037000000000000005,0.168,0.7,-0.4,0.3,0.49,1.11,0.56,0.0,0.1,0.2,1.6,-2.5,-0.6,1.5,-0.3,5000000.0,6500000.0,3900000.0,4600000.0,3.0,0
8337,50,0.423,0.248,12.7,3.1,-0.1,0.126,0.040999999999999995,0.168,-1.05,0.03,0.24,0.49,1.0,-6.2,-0.9,0.2,-0.2,0.9,1.6,-3.0,1.5,0.0,14800000.0,14800000.0,13700000.0,21500000.0,13.0,1
8338,37,0.081,0.46799999999999997,15.5,0.4,0.9,0.016,0.065,0.168,0.95,-0.4,-0.13,0.49,-0.59,0.04,0.1,-0.3,0.2,0.8,0.1,-0.2,1.5,0.5,3000000.0,3700000.0,4800000.0,3000000.0,8.0,0
8339,49,0.002,0.27399999999999997,18.7,0.6,1.3,0.024,0.073,0.168,1.13,0.59,-0.05,0.49,-0.29,1.68,0.7,-0.1,-0.2,1.9,0.4,1.6,1.5,0.6,5800000.0,5900000.0,5500000.0,6000000.0,7.0,1
8340,49,0.243,0.273,16.5,0.9,0.6,0.036000000000000004,0.065,0.168,0.82,-0.44,0.08,0.48,-0.56,1.29,0.0,0.1,-0.2,1.5,0.0,4.8,1.5,0.3,5500000.0,5600000.0,5700000.0,5800000.0,6.0,1
8341,34,0.006999999999999999,0.366,13.0,-0.2,-0.4,-0.009000000000000001,0.025,0.168,-0.53,-0.11,-0.24,0.48,-1.07,2.88,0.3,-0.2,0.3,5.2,-0.5,-4.0,1.5,-0.3,-1500000.0,-2700000.0,2200000.0,-800000.0,5.0,0
8342,30,0.212,0.519,13.7,2.4,2.0,0.099,0.066,0.168,0.42,3.23,0.2,0.48,2.44,0.04,0.0,0.8,0.6,0.8,0.1,-0.2,1.5,1.0,16400000.0,26600000.0,18500000.0,24400000.0,4.0,0
8343,50,0.431,0.19699999999999998,17.9,2.5,-2.1,0.10300000000000001,0.036000000000000004,0.168,1.23,0.01,0.54,0.48,0.48,1.07,-0.1,0.3,-0.2,1.5,-0.6,-0.8,1.6,-1.0,5800000.0,5800000.0,3700000.0,5300000.0,9.0,0
8344,50,0.0,0.6409999999999999,11.4,2.9,0.7,0.121,0.08,0.168,-1.91,0.87,-0.14,0.48,0.55,1.68,0.8,0.4,-0.2,1.9,0.4,1.6,1.6,0.3,9400000.0,9400000.0,8600000.0,11800000.0,2.0,1
8345,50,0.073,0.38299999999999995,13.3,0.9,0.3,0.037000000000000005,0.033,0.168,-2.11,-0.38,-0.11,0.48,-0.88,-2.54,-1.1,0.1,-0.3,0.0,0.8,-1.5,1.6,0.2,3300000.0,3300000.0,2900000.0,2800000.0,4.0,1
8346,43,0.005,0.39899999999999997,12.3,1.3,-1.7,0.055,0.021,0.168,-3.04,-0.32,-0.13,0.47,-1.03,-4.21,-0.8,-0.3,-0.1,-1.4,-0.8,-5.5,1.6,-0.8,-2700000.0,-3300000.0,600000.0,200000.0,6.0,0
8347,38,0.002,0.35200000000000004,10.6,1.2,0.5,0.051,0.08,0.168,-1.73,-0.51,-0.19,0.47,-0.92,-2.91,0.1,-0.1,0.1,-0.2,-0.3,4.7,1.6,0.1,4000000.0,4900000.0,5700000.0,4300000.0,3.0,1
8348,39,0.031,0.32299999999999995,18.0,-0.3,0.7,-0.013000000000000001,0.054000000000000006,0.168,1.51,1.25,0.17,0.47,0.28,0.56,0.1,0.6,0.1,1.6,-2.5,-0.6,1.6,0.4,1400000.0,1500000.0,1500000.0,1200000.0,7.0,0
8349,48,0.004,0.45,13.4,1.7,-0.7,0.07200000000000001,0.021,0.168,-1.66,-0.38,-0.15,0.47,-0.21,-7.7,0.2,-0.3,-0.2,-3.1,0.0,-7.6,1.6,-0.2,2400000.0,2500000.0,1100000.0,1700000.0,2.0,0
8350,32,0.003,0.569,11.3,2.1,1.8,0.087,0.071,0.168,0.51,1.02,-0.09,0.47,1.1,0.04,0.4,-0.1,0.4,0.8,0.1,-0.2,1.6,0.9,10300000.0,15600000.0,13300000.0,15500000.0,8.0,0
8351,50,0.369,0.3,20.5,1.0,-1.1,0.042,0.03,0.168,0.61,0.41,0.2,0.47,-0.93,-0.87,-0.1,0.4,-0.3,1.0,0.9,-1.8,1.6,-0.6,2800000.0,2800000.0,2800000.0,2400000.0,2.0,1
8352,50,0.011000000000000001,0.21600000000000003,12.7,1.7,1.9,0.07200000000000001,0.067,0.168,-0.84,1.04,-0.04,0.46,0.84,1.07,-0.1,-0.3,-0.3,1.5,-0.6,-0.8,1.6,1.1,7300000.0,7300000.0,4700000.0,7500000.0,1.0,0
8353,45,0.402,0.11,14.6,1.6,-2.1,0.069,0.017,0.168,-0.39,-0.36,0.22,0.47,-1.06,-0.87,-0.4,0.1,-0.2,1.0,0.9,-1.8,1.6,-1.1,2200000.0,2300000.0,3000000.0,2000000.0,15.0,1
8354,48,0.004,0.2,14.1,-0.2,-0.4,-0.01,0.02,0.168,-2.16,-0.52,-0.28,0.46,-1.2,-4.21,-0.6,-0.2,-0.2,-1.4,-0.8,-5.5,1.6,-0.1,-3400000.0,-3600000.0,800000.0,700000.0,3.0,0
8355,38,0.631,0.174,12.3,2.6,-2.6,0.11199999999999999,0.025,0.168,-0.88,-1.73,0.38,0.46,-0.09,1.68,-0.7,-0.2,0.1,1.9,0.4,1.6,1.6,-1.4,6300000.0,8000000.0,8200000.0,8000000.0,13.0,1
8356,50,0.078,0.447,16.0,1.2,0.1,0.05,0.063,0.168,-1.05,-1.06,-0.04,0.46,-0.69,3.6,0.2,-0.1,-0.3,2.6,-0.9,5.0,1.6,-0.1,2200000.0,2200000.0,2500000.0,2000000.0,0.0,1
8357,35,0.218,0.259,13.0,-0.2,1.7,-0.008,0.061,0.168,2.01,1.88,0.11,0.46,1.59,0.56,0.4,0.4,0.2,1.6,-2.5,-0.6,1.6,0.9,7200000.0,9800000.0,5500000.0,7900000.0,12.0,0
8358,49,0.091,0.408,15.0,1.8,1.9,0.08,0.063,0.168,4.51,2.37,0.09,0.46,2.4,4.22,2.4,0.1,-0.3,2.4,-0.3,-2.2,1.6,1.0,13200000.0,13400000.0,10700000.0,19100000.0,1.0,0
8359,48,0.006999999999999999,0.889,23.0,1.3,1.0,0.057999999999999996,0.040999999999999995,0.168,0.02,0.37,0.02,0.45,0.92,-4.21,0.9,0.2,-0.3,-1.4,-0.8,-5.5,1.6,0.6,6000000.0,6200000.0,2400000.0,4800000.0,4.0,0
